"","x"
"4831",285
"4832",260
"4833",405
"4834",620
"4835",285
"4836",170
"4837",245
"4838",200
"4839",260
"4840",390
"4841",215
"4842",370
"4843",275
"4844",170
"4845",490
"4846",265
"4847",260
"4848",375
"4849",550
"4850",380
"4851",635
"4852",180
"4853",640
"4854",395
"4855",700
"4856",700
"4857",620
"4858",550
"4859",520
"4860",260
"4861",630
"4862",380
"4863",180
"4864",725
"4865",380
"4866",450
"4867",280
"4868",340
"4869",400
"4870",350
"4871",330
"4872",190
"4873",190
"4874",365
"4875",190
"4876",670
"4877",320
"4878",520
"4879",450
"4880",550
"4881",320
"4882",700
"4883",620
"4884",365
"4885",550
"4886",385
"4887",370
"4888",260
"4889",700
"4890",230
"4891",380
"4892",190
"4893",385
"4894",380
"4895",345
"4896",185
"4897",420
"4898",725
"4899",360
"4900",320
"4901",700
"4902",425
"4903",170
"4904",165
"4905",550
"4906",640
"4907",700
"4908",585
"4909",520
"4910",170
"4911",190
"4912",320
"4913",470
"4914",585
"4915",450
"4916",270
"4917",260
"4918",760
"4919",175
"4920",585
"4921",175
"4922",230
"4923",170
"4924",260
"4925",405
"4926",470
"4927",175
"4928",300
"4929",455
"4930",620
"4931",730
"4932",285
"4933",230
"4934",420
"4935",700
"4936",160
"4937",245
"4938",640
"4939",380
"4940",620
"4941",260
"4942",550
"4943",750
"4944",165
"4945",410
"4946",270
"4947",260
"4948",170
"4949",640
"4950",550
"4951",390
"4952",220
"4953",410
"4954",370
"4955",380
"4956",410
"4957",375
"4958",640
"4959",390
"4960",465
"4961",750
"4962",635
"4963",450
"4964",550
"4965",360
"4966",630
"4967",245
"4968",330
"4969",185
"4970",410
"4971",325
"4972",500
"4973",530
"4974",470
"4975",450
"4976",300
"4977",325
"4978",450
"4979",640
"4980",700
"4981",390
"4982",170
"4983",230
"4984",215
"4985",385
"4986",350
"4987",170
"4988",170
"4989",700
"4990",185
"4991",405
"4992",245
"4993",700
"4994",640
"4995",470
"4996",370
"4997",750
"4998",360
"4999",170
"5000",260
"5001",320
"5002",390
"5003",290
"5004",585
"5005",200
"5006",180
"5007",395
"5008",260
"5009",225
"5010",200
"5011",450
"5012",385
"5013",490
"5014",340
"5015",620
"5016",700
"5017",670
"5018",630
"5019",750
"5020",470
"5021",275
"5022",670
"5023",490
"5024",450
"5025",245
"5026",190
"5027",490
"5028",420
"5029",640
"5030",415
"5031",550
"5032",335
"5033",395
"5034",175
"5035",215
"5036",260
"5037",345
"5038",180
"5039",410
"5040",435
"5041",300
"5042",175
"5043",225
"5044",405
"5045",330
"5046",165
"5047",550
"5048",370
"5049",620
"5050",550
"5051",550
"5052",700
"5053",700
"5054",325
"5055",490
"5056",550
"5057",170
"5058",620
"5059",260
"5060",700
"5061",700
"5062",170
"5063",510
"5064",300
"5065",160
"5066",170
"5067",595
"5068",700
"5069",620
"5070",360
"5071",165
"5072",215
"5073",420
"5074",335
"5075",415
"5076",340
"5077",165
"5078",240
"5079",380
"5080",640
"5081",170
"5082",345
"5083",320
"5084",640
"5085",750
"5086",640
"5087",700
"5088",620
"5089",170
"5090",350
"5091",450
"5092",200
"5093",300
"5094",160
"5095",395
"5096",450
"5097",175
"5098",185
"5099",760
"5100",385
"5101",230
"5102",755
"5103",700
"5104",350
"5105",325
"5106",755
"5107",310
"5108",380
"5109",380
"5110",700
"5111",185
"5112",160
"5113",360
"5114",450
"5115",640
"5116",640
"5117",550
"5118",350
"5119",170
"5120",160
"5121",550
"5122",345
"5123",375
"5124",245
"5125",250
"5126",360
"5127",370
"5128",290
"5129",300
"5130",465
"5131",550
"5132",410
"5133",405
"5134",490
"5135",700
"5136",390
"5137",585
"5138",700
"5139",170
"5140",620
"5141",260
"5142",450
"5143",295
"5144",670
"5145",415
"5146",640
"5147",350
"5148",170
"5149",160
"5150",300
"5151",280
"5152",635
"5153",450
"5154",425
"5155",430
"5156",405
"5157",625
"5158",170
"5159",490
"5160",260
"5161",165
"5162",550
"5163",160
"5164",160
"5165",640
"5166",415
"5167",640
"5168",400
"5169",380
"5170",700
"5171",170
"5172",320
"5173",470
"5174",700
"5175",260
"5176",170
"5177",190
"5178",320
"5179",670
"5180",350
"5181",295
"5182",415
"5183",310
"5184",450
"5185",170
"5186",585
"5187",175
"5188",300
"5189",185
"5190",175
"5191",170
"5192",470
"5193",490
"5194",760
"5195",180
"5196",350
"5197",640
"5198",620
"5199",420
"5200",185
"5201",700
"5202",490
"5203",520
"5204",270
"5205",390
"5206",585
"5207",160
"5208",300
"5209",755
"5210",700
"5211",400
"5212",260
"5213",700
"5214",630
"5215",700
"5216",345
"5217",490
"5218",180
"5219",620
"5220",635
"5221",550
"5222",220
"5223",370
"5224",170
"5225",335
"5226",335
"5227",410
"5228",260
"5229",550
"5230",350
"5231",490
"5232",290
"5233",380
"5234",380
"5235",500
"5236",370
"5237",490
"5238",630
"5239",490
"5240",380
"5241",320
"5242",170
"5243",175
"5244",170
"5245",500
"5246",450
"5247",750
"5248",450
"5249",420
"5250",700
"5251",325
"5252",670
"5253",620
"5254",585
"5255",360
"5256",310
"5257",640
"5258",360
"5259",245
"5260",450
"5261",310
"5262",550
"5263",450
"5264",165
"5265",620
"5266",410
"5267",190
"5268",550
"5269",180
"5270",620
"5271",450
"5272",190
"5273",620
"5274",750
"5275",430
"5276",450
"5277",380
"5278",260
"5279",325
"5280",530
"5281",420
"5282",750
"5283",240
"5284",420
"5285",200
"5286",390
"5287",350
"5288",550
"5289",350
"5290",620
"5291",345
"5292",640
"5293",390
"5294",170
"5295",440
"5296",220
"5297",320
"5298",410
"5299",550
"5300",500
"5301",620
"5302",420
"5303",530
"5304",425
"5305",750
"5306",470
"5307",230
"5308",320
"5309",165
"5310",290
"5311",725
"5312",500
"5313",185
"5314",640
"5315",260
"5316",160
"5317",435
"5318",165
"5319",375
"5320",165
"5321",185
"5322",510
"5323",550
"5324",550
"5325",170
"5326",470
"5327",380
"5328",400
"5329",620
"5330",640
"5331",620
"5332",170
"5333",190
"5334",520
"5335",160
"5336",185
"5337",670
"5338",700
"5339",405
"5340",470
"5341",490
"5342",420
"5343",440
"5344",350
"5345",375
"5346",380
"5347",340
"5348",285
"5349",670
"5350",625
"5351",260
"5352",230
"5353",185
"5354",470
"5355",700
"5356",180
"5357",350
"5358",630
"5359",585
"5360",520
"5361",230
"5362",620
"5363",170
"5364",410
"5365",440
"5366",245
"5367",170
"5368",380
"5369",320
"5370",760
"5371",440
"5372",670
"5373",275
"5374",420
"5375",550
"5376",410
"5377",750
"5378",550
"5379",380
"5380",620
"5381",325
"5382",260
"5383",640
"5384",700
"5385",330
"5386",400
"5387",700
"5388",395
"5389",490
"5390",170
"5391",380
"5392",320
"5393",320
"5394",160
"5395",260
"5396",640
"5397",620
"5398",335
"5399",340
"5400",190
"5401",345
"5402",520
"5403",620
"5404",175
"5405",405
"5406",440
"5407",175
"5408",400
"5409",260
"5410",370
"5411",245
"5412",620
"5413",385
"5414",640
"5415",265
"5416",170
"5417",440
"5418",235
"5419",700
"5420",195
"5421",780
"5422",190
"5423",420
"5424",260
"5425",350
"5426",195
"5427",325
"5428",700
"5429",380
"5430",265
"5431",310
"5432",390
"5433",170
"5434",700
"5435",165
"5436",195
"5437",700
"5438",620
"5439",630
"5440",440
"5441",550
"5442",390
"5443",640
"5444",395
"5445",355
"5446",260
"5447",420
"5448",385
"5449",190
"5450",370
"5451",430
"5452",280
"5453",510
"5454",375
"5455",385
"5456",440
"5457",550
"5458",285
"5459",400
"5460",405
"5461",550
"5462",750
"5463",620
"5464",640
"5465",725
"5466",345
"5467",275
"5468",260
"5469",185
"5470",700
"5471",450
"5472",220
"5473",640
"5474",365
"5475",170
"5476",390
"5477",700
"5478",520
"5479",725
"5480",245
"5481",165
"5482",700
"5483",380
"5484",490
"5485",620
"5486",550
"5487",420
"5488",425
"5489",435
"5490",325
"5491",170
"5492",550
"5493",160
"5494",160
"5495",370
"5496",260
"5497",415
"5498",700
"5499",370
"5500",700
"5501",390
"5502",375
"5503",450
"5504",390
"5505",410
"5506",700
"5507",700
"5508",490
"5509",220
"5510",585
"5511",390
"5512",585
"5513",245
"5514",640
"5515",500
"5516",270
"5517",430
"5518",290
"5519",620
"5520",185
"5521",670
"5522",190
"5523",725
"5524",410
"5525",490
"5526",700
"5527",700
"5528",435
"5529",550
"5530",350
"5531",320
"5532",325
"5533",330
"5534",620
"5535",245
"5536",550
"5537",450
"5538",630
"5539",270
"5540",390
"5541",360
"5542",265
"5543",300
"5544",750
"5545",410
"5546",160
"5547",395
"5548",260
"5549",625
"5550",380
"5551",390
"5552",295
"5553",280
"5554",775
"5555",550
"5556",200
"5557",405
"5558",330
"5559",635
"5560",420
"5561",360
"5562",500
"5563",265
"5564",170
"5565",385
"5566",350
"5567",260
"5568",725
"5569",490
"5570",450
"5571",700
"5572",700
"5573",380
"5574",490
"5575",390
"5576",550
"5577",410
"5578",180
"5579",325
"5580",185
"5581",375
"5582",700
"5583",620
"5584",165
"5585",450
"5586",300
"5587",640
"5588",640
"5589",550
"5590",500
"5591",700
"5592",170
"5593",640
"5594",755
"5595",170
"5596",750
"5597",165
"5598",700
"5599",165
"5600",700
"5601",200
"5602",640
"5603",260
"5604",175
"5605",245
"5606",390
"5607",620
"5608",275
"5609",300
"5610",700
"5611",700
"5612",425
"5613",440
"5614",620
"5615",450
"5616",450
"5617",245
"5618",170
"5619",700
"5620",390
"5621",640
"5622",420
"5623",630
"5624",360
"5625",550
"5626",750
"5627",270
"5628",285
"5629",450
"5630",630
"5631",390
"5632",260
"5633",205
"5634",290
"5635",300
"5636",490
"5637",725
"5638",265
"5639",430
"5640",340
"5641",260
"5642",260
"5643",390
"5644",210
"5645",265
"5646",640
"5647",550
"5648",190
"5649",490
"5650",330
"5651",620
"5652",190
"5653",365
"5654",700
"5655",165
"5656",585
"5657",750
"5658",275
"5659",640
"5660",270
"5661",180
"5662",390
"5663",270
"5664",640
"5665",365
"5666",380
"5667",585
"5668",550
"5669",380
"5670",625
"5671",390
"5672",490
"5673",620
"5674",350
"5675",530
"5676",530
"5677",640
"5678",620
"5679",400
"5680",700
"5681",635
"5682",620
"5683",585
"5684",640
"5685",630
"5686",725
"5687",635
"5688",700
"5689",625
"5690",520
"5691",630
"5692",700
"5693",450
"5694",700
"5695",700
"5696",390
"5697",425
"5698",620
"5699",435
"5700",630
"5701",375
"5702",550
"5703",360
"5704",725
"5705",450
"5706",700
"5707",725
"5708",700
"5709",700
"5710",550
"5711",450
"5712",490
"5713",750
"5714",550
"5715",395
"5716",700
"5717",730
"5718",640
"5719",620
"5720",640
"5721",640
"5722",450
"5723",550
"5724",530
"5725",700
"5726",670
"5727",635
"5728",640
"5729",760
"5730",370
"5731",415
"5732",470
"5733",585
"5734",700
"5735",435
"5736",550
"5737",425
"5738",620
"5739",725
"5740",700
"5741",490
"5742",550
"5743",700
"5744",700
"5745",700
"5746",700
"5747",625
"5748",670
"5749",640
"5750",450
"5751",700
"5752",700
"5753",640
"5754",585
"5755",420
"5756",550
"5757",700
"5758",470
"5759",700
"5760",360
"5761",490
"5762",630
"5763",550
"5764",510
"5765",640
"5766",640
"5767",450
"5768",410
"5769",640
"5770",550
"5771",550
"5772",700
"5773",550
"5774",350
"5775",465
"5776",490
"5777",620
"5778",490
"5779",700
"5780",635
"5781",630
"5782",510
"5783",670
"5784",450
"5785",450
"5786",620
"5787",625
"5788",450
"5789",640
"5790",700
"5791",565
"5792",585
"5793",500
"5794",640
"5795",620
"5796",470
"5797",550
"5798",440
"5799",620
"5800",640
"5801",450
"5802",465
"5803",620
"5804",550
"5805",550
"5806",700
"5807",630
"5808",630
"5809",640
"5810",630
"5811",390
"5812",390
"5813",620
"5814",755
"5815",550
"5816",700
"5817",620
"5818",550
"5819",640
"5820",385
"5821",640
"5822",725
"5823",640
"5824",620
"5825",450
"5826",640
"5827",625
"5828",640
"5829",640
"5830",640
"5831",550
"5832",725
"5833",700
"5834",700
"5835",700
"5836",450
"5837",440
"5838",400
"5839",500
"5840",640
"5841",385
"5842",630
"5843",700
"5844",550
"5845",640
"5846",490
"5847",620
"5848",670
"5849",640
"5850",620
"5851",415
"5852",450
"5853",700
"5854",700
"5855",670
"5856",700
"5857",450
"5858",640
"5859",620
"5860",760
"5861",640
"5862",630
"5863",635
"5864",585
"5865",420
"5866",585
"5867",550
"5868",550
"5869",620
"5870",750
"5871",630
"5872",700
"5873",510
"5874",670
"5875",420
"5876",585
"5877",435
"5878",700
"5879",700
"5880",670
"5881",440
"5882",585
"5883",500
"5884",670
"5885",390
"5886",640
"5887",450
"5888",550
"5889",620
"5890",550
"5891",375
"5892",490
"5893",640
"5894",550
"5895",620
"5896",700
"5897",450
"5898",760
"5899",620
"5900",620
"5901",350
"5902",700
"5903",640
"5904",520
"5905",585
"5906",450
"5907",635
"5908",390
"5909",550
"5910",355
"5911",270
"5912",360
"5913",450
"5914",390
"5915",700
"5916",630
"5917",640
"5918",510
"5919",410
"5920",470
"5921",700
"5922",550
"5923",425
"5924",380
"5925",620
"5926",620
"5927",550
"5928",335
"5929",450
"5930",750
"5931",640
"5932",550
"5933",640
"5934",550
"5935",430
"5936",385
"5937",640
"5938",410
"5939",400
"5940",490
"5941",585
"5942",500
"5943",390
"5944",405
"5945",700
"5946",490
"5947",400
"5948",585
"5949",550
"5950",550
"5951",725
"5952",550
"5953",365
"5954",435
"5955",550
"5956",490
"5957",450
"5958",410
"5959",410
"5960",370
"5961",620
"5962",640
"5963",700
"5964",700
"5965",700
"5966",620
"5967",620
"5968",385
"5969",425
"5970",550
"5971",420
"5972",640
"5973",390
"5974",350
"5975",620
"5976",700
"5977",620
"5978",550
"5979",490
"5980",550
"5981",550
"5982",640
"5983",450
"5984",500
"5985",640
"5986",530
"5987",400
"5988",620
"5989",640
"5990",750
"5991",370
"5992",550
"5993",450
"5994",550
"5995",620
"5996",355
"5997",640
"5998",630
"5999",390
"6000",420
"6001",700
"6002",670
"6003",550
"6004",640
"6005",700
"6006",450
"6007",550
"6008",700
"6009",550
"6010",450
"6011",490
"6012",420
"6013",550
"6014",725
"6015",550
"6016",490
"6017",640
"6018",450
"6019",640
"6020",440
"6021",620
"6022",405
"6023",700
"6024",620
"6025",700
"6026",360
"6027",435
"6028",450
"6029",550
"6030",355
"6031",385
"6032",500
"6033",490
"6034",390
"6035",490
"6036",620
"6037",385
"6038",640
"6039",450
"6040",550
"6041",385
"6042",750
"6043",490
"6044",375
"6045",450
"6046",625
"6047",630
"6048",370
"6049",550
"6050",700
"6051",410
"6052",385
"6053",550
"6054",550
"6055",390
"6056",450
"6057",450
"6058",385
"6059",630
"6060",620
"6061",670
"6062",585
"6063",640
"6064",335
"6065",400
"6066",355
"6067",640
"6068",450
"6069",440
"6070",500
"6071",700
"6072",635
"6073",670
"6074",630
"6075",425
"6076",440
"6077",360
"6078",700
"6079",550
"6080",400
"6081",450
"6082",450
"6083",700
"6084",395
"6085",385
"6086",385
"6087",450
"6088",410
"6089",385
"6090",700
"6091",500
"6092",435
"6093",510
"6094",450
"6095",640
"6096",440
"6097",640
"6098",440
"6099",390
"6100",415
"6101",395
"6102",440
"6103",470
"6104",390
"6105",550
"6106",380
"6107",640
"6108",450
"6109",385
"6110",620
"6111",640
"6112",750
"6113",620
"6114",620
"6115",585
"6116",550
"6117",550
"6118",640
"6119",470
"6120",670
"6121",530
"6122",640
"6123",450
"6124",390
"6125",670
"6126",700
"6127",410
"6128",640
"6129",620
"6130",510
"6131",725
"6132",490
"6133",585
"6134",585
"6135",635
"6136",400
"6137",490
"6138",500
"6139",620
"6140",490
"6141",700
"6142",520
"6143",390
"6144",700
"6145",620
"6146",390
"6147",640
"6148",320
"6149",730
"6150",450
"6151",640
"6152",725
"6153",750
"6154",640
"6155",420
"6156",620
"6157",630
"6158",620
"6159",370
"6160",410
"6161",490
"6162",700
"6163",620
"6164",640
"6165",390
"6166",430
"6167",700
"6168",345
"6169",640
"6170",725
"6171",450
"6172",450
"6173",415
"6174",670
"6175",470
"6176",550
"6177",640
"6178",400
"6179",350
"6180",420
"6181",550
"6182",620
"6183",725
"6184",640
"6185",700
"6186",700
"6187",450
"6188",700
